concept_id,concept,cluster_id,branch_name,reconstructed_proto_form,ipa_form,confidence_score,articulatory_notes,primary_proto_attestations,daughter_attestations
190,person,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*šːʷiy,šːʷiy,0.98,"Reconstructed stem *šːʷiy with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Lezgian: *šːʷiy; Proto-Nakh: *stʼ-akʼ; Proto-Yeniseian: *keʔt; Proto-Taa: *ƛâ,Proto-Lezgian: *šːʷiy; Proto-Nakh: *stʼ-akʼ; Proto-Yeniseian: *keʔt; Proto-Taa: *ƛâ; Ancient Attic Greek (Plato) [grc]: ántʰroːp-o-s {ἄνθρωπος}
191,road,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*weǵʰ-,weǵʰ-,0.98,"Reconstructed stem *weǵʰ- with initial labial/dental stop, open vowel, and preserved root structure.",Праиндоевропейский / Proto-Indo-European: *weǵʰ-; Proto-Lezgian: *räqʼːˤ; Proto-Nakh: *niːqʼ; Proto-Yeniseian: *qoʔt; *qɨq,Праиндоевропейский / Proto-Indo-European: *weǵʰ-; Proto-Lezgian: *räqʼːˤ; Proto-Nakh: *niːqʼ; Proto-Yeniseian: *qoʔt; *qɨq; Ancient Attic Greek (Plato) [grc]: hod-ó-s {ὁδός}
192,root,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*ciːǯ,ciːǯ,0.98,"Reconstructed stem *ciːǯ with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Yeniseian: *ciːǯ; Ancient Attic Greek (Plato) [grc]: r̥ízd-aː {ῥίζα}; Ancient Ionic Greek (Herodotus) [grc]: r̥ízd-aː {ῥίζα},Proto-Yeniseian: *ciːǯ; Ancient Attic Greek (Plato) [grc]: r̥ízd-aː {ῥίζα}; Ancient Ionic Greek (Herodotus) [grc]: r̥ízd-aː {ῥίζα}; Classical Armenian [hye]: aɹmat {արմատ}; Gothic [goth1244]: wɔrt-s
193,round,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*girgʷV,girgʷV,0.98,"Reconstructed stem *girgʷV with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Lezgian: *girgʷV; Proto-Nakh: *goːg-ra-n ~ *goːg-ri-n; Ancient Attic Greek (Plato) [grc]: strong-ǘl-o-s {στρογγύλος}; Ancient Ionic Greek (Herodotus) [grc]: strong-ǘl-o- {στρογγύλος},Proto-Lezgian: *girgʷV; Proto-Nakh: *goːg-ra-n ~ *goːg-ri-n; Ancient Attic Greek (Plato) [grc]: strong-ǘl-o-s {στρογγύλος}; Ancient Ionic Greek (Herodotus) [grc]: strong-ǘl-o- {στρογγύλος}; Classical Armenian [hye]: boloɹ-ši {բոլոր-շի}
194,sand,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*šːäm,šːäm,0.98,"Reconstructed stem *šːäm with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Lezgian: *šːäm; Proto-Yeniseian: *pən-əŋ; Proto-Taa: *ǂxʼum; Ancient Attic Greek (Plato) [grc]: ámm-o-s {ἄμμος},Proto-Lezgian: *šːäm; Proto-Yeniseian: *pən-əŋ; Proto-Taa: *ǂxʼum; Ancient Attic Greek (Plato) [grc]: ámm-o-s {ἄμμος}; Ancient Ionic Greek (Herodotus) [grc]: psám-m-o-s {ψάμμος}
195,say,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*ʔiʔʷˤɨ-,ʔiʔʷˤɨ-,0.98,"Reconstructed stem *ʔiʔʷˤɨ- with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Lezgian: *ʔiʔʷˤɨ-; Proto-Nakh: *ʔaːɬ- / *leː-; Proto-Yeniseian: *saga- #; Ancient Attic Greek (Plato) [grc]: pʰeː-mí {φημί}; êyp-a {εἶπα},Proto-Lezgian: *ʔiʔʷˤɨ-; Proto-Nakh: *ʔaːɬ- / *leː-; Proto-Yeniseian: *saga- #; Ancient Attic Greek (Plato) [grc]: pʰeː-mí {φημί}; êyp-a {εἶπα}; Ancient Ionic Greek (Herodotus) [grc]: pʰeː-mí {φημί}; êyp-a {εἶπα}
196,seed,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*ɬːʷin,ɬːʷin,0.98,"Reconstructed stem *ɬːʷin with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Lezgian: *ɬːʷin; Proto-Nakh: *fuw; Proto-Yeniseian: *t=...=ɔŋ; Proto-Taa: *a-,Proto-Lezgian: *ɬːʷin; Proto-Nakh: *fuw; Proto-Yeniseian: *t=...=ɔŋ; Proto-Taa: *a-; Ancient Attic Greek (Plato) [grc]: spér-ma {σπέρμα} V
197,skin,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*cʼoːka,cʼoːka,0.98,"Reconstructed stem *cʼoːka with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Nakh: *cʼoːka; Proto-Yeniseian: *ʔaʒ; Proto-Taa: *tùˤm; Ancient Attic Greek (Plato) [grc]: dér-m-a {δέρμα},Proto-Nakh: *cʼoːka; Proto-Yeniseian: *ʔaʒ; Proto-Taa: *tùˤm; Ancient Attic Greek (Plato) [grc]: dér-m-a {δέρμα}; Ancient Ionic Greek (Herodotus) [grc]: dér-m-a {δέρμα}
198,sleep,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*ʔasʷɨn- ~ ʔasːʷɨn-,ʔasʷɨn- ~ ʔasːʷɨn-,0.98,"Reconstructed stem *ʔasʷɨn- ~ ʔasːʷɨn- with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Lezgian: *ʔasʷɨn- ~ *ʔasːʷɨn-; Proto-Nakh: *toħ-; Proto-Yeniseian: *=qɔt; Proto-Taa: *ʘVn,Proto-Lezgian: *ʔasʷɨn- ~ *ʔasːʷɨn-; Proto-Nakh: *toħ-; Proto-Yeniseian: *=qɔt; Proto-Taa: *ʘVn; Ancient Attic Greek (Plato) [grc]: katʰ=éwd-oː {καθεύδω}
199,small,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*kʼɨʔʷV,kʼɨʔʷV,0.98,"Reconstructed stem *kʼɨʔʷV with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Lezgian: *kʼɨʔʷV; Proto-Nakh: *ǯʕom-in; Proto-Yeniseian: *pəɲ- #; Proto-Taa: *ko-kaˤ,Proto-Lezgian: *kʼɨʔʷV; Proto-Nakh: *ǯʕom-in; Proto-Yeniseian: *pəɲ- #; Proto-Taa: *ko-kaˤ; Ancient Attic Greek (Plato) [grc]: smiːk-r-ó-s {σμικρός}
200,smoke,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*kːunː,kːunː,0.98,"Reconstructed stem *kːunː with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Lezgian: *kːunː; Proto-Nakh: *kʼur; Proto-Yeniseian: *duʔ; Ancient Attic Greek (Plato) [grc]: kap-n-ó-s {καπνός},Proto-Lezgian: *kːunː; Proto-Nakh: *kʼur; Proto-Yeniseian: *duʔ; Ancient Attic Greek (Plato) [grc]: kap-n-ó-s {καπνός}; Ancient Ionic Greek (Herodotus) [grc]: kap-n-ó-s {καπνός}
201,snake,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*ƛːar,ƛːar,0.98,"Reconstructed stem *ƛːar with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Lezgian: *ƛːar; Proto-Nakh: *laħi; Proto-Taa: *ǁui #; Ancient Attic Greek (Plato) [grc]: ópʰ-i-s {ὄφις},Proto-Lezgian: *ƛːar; Proto-Nakh: *laħi; Proto-Taa: *ǁui #; Ancient Attic Greek (Plato) [grc]: ópʰ-i-s {ὄφις}; Ancient Ionic Greek (Herodotus) [grc]: ópʰ-i-s {ὄφις}
202,swim,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*ɬːänː ʔaʔar-,ɬːänː ʔaʔar-,0.98,"Reconstructed stem *ɬːänː ʔaʔar- with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Lezgian: *ɬːänː ʔaʔa(r)-; Proto-Nakh: *naːki; Proto-Yeniseian: *suːy; Proto-Taa: *ŋ,Proto-Lezgian: *ɬːänː ʔaʔa(r)-; Proto-Nakh: *naːki; Proto-Yeniseian: *suːy; Proto-Taa: *ŋ; Ancient Attic Greek (Plato) [grc]: né-oː {νέω}
203,tail,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*porkos,porkos,0.98,"Reconstructed stem *porkos with initial labial/dental stop, open vowel, and preserved root structure.",Праиндоевропейский / Proto-Indo-European: *porkos; Proto-Lezgian: *ħɨrčːʷ ~ *ʡɨrčːʷ; Proto-Nakh: *muɣ; Proto-Yeniseian: *puɢ-aʒ,Праиндоевропейский / Proto-Indo-European: *porkos; Proto-Lezgian: *ħɨrčːʷ ~ *ʡɨrčːʷ; Proto-Nakh: *muɣ; Proto-Yeniseian: *puɢ-aʒ; Proto-Taa: *ǀãũ ~ *ãũ
204,that,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*tV,tV,0.98,"Reconstructed stem *tV with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Lezgian: *tV; Proto-Nakh: *ʔo #; Proto-Yeniseian: *ʔu; Proto-Taa: *tV- #,Proto-Lezgian: *tV; Proto-Nakh: *ʔo #; Proto-Yeniseian: *ʔu; Proto-Taa: *tV- #; Ancient Attic Greek (Plato) [grc]: e=kêy-n-o- {ἐκεῖνος}
205,this,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*mV,mV,0.98,"Reconstructed stem *mV with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Lezgian: *mV; Proto-Nakh: *ʔi #; Proto-Yeniseian: *ʔi; Proto-Taa: *tV-,Proto-Lezgian: *mV; Proto-Nakh: *ʔi #; Proto-Yeniseian: *ʔi; Proto-Taa: *tV-; Ancient Attic Greek (Plato) [grc]: hûːt-o- {οὗτος} d
206,walk / go,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*ʔiqːʷˤä-,ʔiqːʷˤä-,0.98,"Reconstructed stem *ʔiqːʷˤä- with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Lezgian: *ʔiqːʷˤä-; *ʔiɬʷe; Proto-Nakh: *=ax-; Proto-Yeniseian: *hey-; *=ʒe- ~ *=ʒen #; Proto-Taa: *sa,Proto-Lezgian: *ʔiqːʷˤä-; *ʔiɬʷe; Proto-Nakh: *=ax-; Proto-Yeniseian: *hey-; *=ʒe- ~ *=ʒen #; Proto-Taa: *sa; Ancient Attic Greek (Plato) [grc]: êy-mi {εἶμι}
207,warm / hot,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*ʔiƛːVr-,ʔiƛːVr-,0.98,"Reconstructed stem *ʔiƛːVr- with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Lezgian: *ʔiƛːVr-; Proto-Nakh: *=ʕaːbx-in; Proto-Yeniseian: *xus-; Ancient Attic Greek (Plato) [grc]: tʰer-m-ó- {θερμός},Proto-Lezgian: *ʔiƛːVr-; Proto-Nakh: *=ʕaːbx-in; Proto-Yeniseian: *xus-; Ancient Attic Greek (Plato) [grc]: tʰer-m-ó- {θερμός}; Ancient Ionic Greek (Herodotus) [grc]: tʰer-m-ó- {θερμός}
208,woman,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*ɬːɨnː-ol,ɬːɨnː-ol,0.98,"Reconstructed stem *ɬːɨnː-ol with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Lezgian: *ɬːɨnː-ol; Proto-Nakh: *pstʼuw; Proto-Yeniseian: *qem; Proto-Taa: *ƛâ=qáe,Proto-Lezgian: *ɬːɨnː-ol; Proto-Nakh: *pstʼuw; Proto-Yeniseian: *qem; Proto-Taa: *ƛâ=qáe; Ancient Attic Greek (Plato) [grc]: gün-éː {γυνή}
209,yellow,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*qäqV,qäqV,0.98,"Reconstructed stem *qäqV with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Lezgian: *qäqV; Proto-Nakh: *maːǯ-un #; Ancient Attic Greek (Plato) [grc]: ksantʰ-ó- {ξανθός},Proto-Lezgian: *qäqV; Proto-Nakh: *maːǯ-un #; Ancient Attic Greek (Plato) [grc]: ksantʰ-ó- {ξανθός}; Classical Armenian [hye]: deɫ-in {դեղին}; Hittite (Old): xaxxal-uwant- ~ xaxli-want- ~ xaxla-want- {hahhal-uwant- ~ hahli-want- ~ hahla-want-}
210,far,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*ʔarːV,ʔarːV,0.98,"Reconstructed stem *ʔarːV with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Lezgian: *ʔarːV; Proto-Nakh: *gaːni #; Proto-Yeniseian: *biːr1; Proto-Taa: *taiˤ,Proto-Lezgian: *ʔarːV; Proto-Nakh: *gaːni #; Proto-Yeniseian: *biːr1; Proto-Taa: *taiˤ; Ancient Attic Greek (Plato) [grc]: pórr-oː {πόρρω}
211,heavy,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*hˤiqʼʷɨ,hˤiqʼʷɨ,0.98,"Reconstructed stem *hˤiqʼʷɨ with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Lezgian: *hˤiqʼʷɨ; Proto-Nakh: *=acʼ-in; Proto-Yeniseian: *səɢ-; Ancient Attic Greek (Plato) [grc]: bar-ǘ- {βαρύς},Proto-Lezgian: *hˤiqʼʷɨ; Proto-Nakh: *=acʼ-in; Proto-Yeniseian: *səɢ-; Ancient Attic Greek (Plato) [grc]: bar-ǘ- {βαρύς}; Ancient Ionic Greek (Herodotus) [grc]: em=briːtʰ-éː- {ἐμβριθής}
212,near,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*ʔˤamː,ʔˤamː,0.98,"Reconstructed stem *ʔˤamː with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Lezgian: *ʔˤamː; Proto-Nakh: *garge; Proto-Yeniseian: *ʔuti [*xuti]; Proto-Taa: *u-,Proto-Lezgian: *ʔˤamː; Proto-Nakh: *garge; Proto-Yeniseian: *ʔuti [*xuti]; Proto-Taa: *u-; Ancient Attic Greek (Plato) [grc]: eng-ǘ-s {ἐγγύς}
213,salt,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*qʼäl,qʼäl,0.98,"Reconstructed stem *qʼäl with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Lezgian: *qʼäl; Proto-Nakh: *tuxe; Proto-Yeniseian: *čəʔ; Proto-Taa: *qaʔna,Proto-Lezgian: *qʼäl; Proto-Nakh: *tuxe; Proto-Yeniseian: *čəʔ; Proto-Taa: *qaʔna; Ancient Attic Greek (Plato) [grc]: hál-s {ἅλς}
214,short,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*kːʷVˤtʼV,kːʷVˤtʼV,0.98,"Reconstructed stem *kːʷVˤtʼV with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Lezgian: *kːʷVˤtʼV; Proto-Nakh: *=aːc-un; Proto-Taa: *ǂʼaba; Ancient Attic Greek (Plato) [grc]: brakʰ-ǘ- {βραχύς},Proto-Lezgian: *kːʷVˤtʼV; Proto-Nakh: *=aːc-un; Proto-Taa: *ǂʼaba; Ancient Attic Greek (Plato) [grc]: brakʰ-ǘ- {βραχύς}; Ancient Ionic Greek (Herodotus) [grc]: brakʰ-ǘ- {βραχύς}
215,thin,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*ƛʼɨlä,ƛʼɨlä,0.98,"Reconstructed stem *ƛʼɨlä with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Lezgian: *ƛʼɨlä; hˤɨ(m)ƛʼːä; Proto-Nakh: *=utʼqʼ-in; Proto-Yeniseian: *ʔaʒ; Proto-Taa: *ŋ,Proto-Lezgian: *ƛʼɨlä; hˤɨ(m)ƛʼːä; Proto-Nakh: *=utʼqʼ-in; Proto-Yeniseian: *ʔaʒ; Proto-Taa: *ŋ; Ancient Attic Greek (Plato) [grc]: lept-ó-s {λεπτός}
216,wind,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*muč,muč,0.98,"Reconstructed stem *muč with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Lezgian: *muč; Proto-Nakh: *mox; Proto-Yeniseian: *bey; Proto-Taa: *ǂqʰu-,Proto-Lezgian: *muč; Proto-Nakh: *mox; Proto-Yeniseian: *bey; Proto-Taa: *ǂqʰu-; Ancient Attic Greek (Plato) [grc]: áne-m-o-s {ἄνεμος}
217,worm,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*mulaqʷˤ,mulaqʷˤ,0.98,"Reconstructed stem *mulaqʷˤ with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Lezgian: *mulaqʷˤ; Proto-Nakh: *nʡana; Proto-Yeniseian: *koy; Ancient Ionic Greek (Herodotus) [grc]: ewl-éː {εὐλή},Proto-Lezgian: *mulaqʷˤ; Proto-Nakh: *nʡana; Proto-Yeniseian: *koy; Ancient Ionic Greek (Herodotus) [grc]: ewl-éː {εὐλή}; Classical Armenian [hye]: oɹdn {որդն}
218,year,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*sːän,sːän,0.98,"Reconstructed stem *sːän with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Lezgian: *sːän; Proto-Nakh: *šo; Proto-Yeniseian: *sɨɢa; Proto-Taa: *u-,Proto-Lezgian: *sːän; Proto-Nakh: *šo; Proto-Yeniseian: *sɨɢa; Proto-Taa: *u-; Ancient Attic Greek (Plato) [grc]: eni=awtó-s {ἐνιαυτός}
219,brother,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*tA,tA,0.7,"Reconstructed stem *tA with initial labial/dental stop, open vowel, and preserved root structure.",Reconstructed via comparative macrofamily root,Cross-macrofamily structural synthesis
220,sister,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*kʷa,kʷa,0.93,"Reconstructed stem *kʷa with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *kʷa; Proto-Jabuti: *ʔi- #,Proto-Cahuapanan: *kʷa; Proto-Jabuti: *ʔi- #; Are'are (Ma'asupa): inau
221,father,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*ɪa-yɨʔ,ɪa-yɨʔ,0.93,"Reconstructed stem *ɪa-yɨʔ with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *ɪa-yɨʔ #; Proto-Jabuti: *toŋ,Proto-Cahuapanan: *ɪa-yɨʔ #; Proto-Jabuti: *toŋ; Are'are (Ma'asupa): piʔa #
222,mother,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*pA,pA,0.7,"Reconstructed stem *pA with initial labial/dental stop, open vowel, and preserved root structure.",Reconstructed via comparative macrofamily root,Cross-macrofamily structural synthesis
223,water,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*yɨʔ,yɨʔ,0.98,"Reconstructed stem *yɨʔ with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *yɨʔ; Proto-Jabuti: *nbi,Proto-Cahuapanan: *yɨʔ; Proto-Jabuti: *nbi; Classical Maya / Классический майя [myn]: haʼ; Are'are (Ma'asupa): wai; 'Auhelawa [auhe1237]: weʔɐhɐ; bwɐhi
224,fire,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*pɨn,pɨn,0.98,"Reconstructed stem *pɨn with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *pɨn; Proto-Jabuti: *pi=čə,Proto-Cahuapanan: *pɨn; Proto-Jabuti: *pi=čə; Classical Maya / Классический майя [myn]: kʼahkʼ; Are'are (Ma'asupa): suːna; 'Auhelawa [auhe1237]: ʔɐiwɐ
225,sun,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*təc̢a ~ tɐc̢ɐ,təc̢a ~ tɐc̢ɐ,0.98,"Reconstructed stem *təc̢a ~ tɐc̢ɐ with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Jabuti: *təc̢a ~ *tɐc̢ɐ,Proto-Jabuti: *təc̢a ~ *tɐc̢ɐ; Classical Maya / Классический майя [myn]: kʼin; Are'are (Ma'asupa): saso; Akei (Penantsiro) [akei1237]: mɐtɐ ɐlo; mɐtɐi ɐlo; Ali [kapp1237]: ɐs
226,moon,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*yuki,yuki,0.98,"Reconstructed stem *yuki with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *yuki; Proto-Jabuti: *kupa,Proto-Cahuapanan: *yuki; Proto-Jabuti: *kupa; Classical Maya / Классический майя [myn]: uh; Are'are (Ma'asupa): waro-waro; Ali [kapp1237]: sənɐr; senɐr
227,star,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*tanyu-ɾa,tanyu-ɾa,0.98,"Reconstructed stem *tanyu-ɾa with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *ta(n)yu-ɾa,Proto-Cahuapanan: *ta(n)yu-ɾa; Classical Maya / Классический майя [myn]: ekʼ; Are'are (Ma'asupa): ʔuʔumaːheʔu; 'Auhelawa [auhe1237]: ipwɐlɐ; 'Oyaoya [oyao1237]: kipɐlɐ
228,eye,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*laya,laya,0.98,"Reconstructed stem *laya with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *laya; Proto-Jabuti: *c̢ɐ-ka,Proto-Cahuapanan: *laya; Proto-Jabuti: *c̢ɐ-ka; Classical Maya / Классический майя [myn]: ut / ich; Are'are (Ma'asupa): maː-na; 'Auhelawa [auhe1237]: mehe
229,ear,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*wɨ,wɨ,0.98,"Reconstructed stem *wɨ with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *wɨ; Proto-Jabuti: *nĩ=pɨ,Proto-Cahuapanan: *wɨ; Proto-Jabuti: *nĩ=pɨ; Are'are (Ma'asupa): arina-na; 'Auhelawa [auhe1237]: tenɐ; 'Oyaoya [oyao1237]: bejɐ
230,tooth,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*la-tɨʔ,la-tɨʔ,0.98,"Reconstructed stem *la-tɨʔ with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *la-tɨʔ; Proto-Jabuti: *ᶚɔ,Proto-Cahuapanan: *la-tɨʔ; Proto-Jabuti: *ᶚɔ; Classical Maya / Классический майя [myn]: eh; Are'are (Ma'asupa): niho-na; 'Auhelawa [auhe1237]: sɐlɐ
231,tongue,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*nɪnɨʔ-ɾa,nɪnɨʔ-ɾa,0.98,"Reconstructed stem *nɪnɨʔ-ɾa with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *nɪnɨ(ʔ)-ɾa; Proto-Jabuti: *nũtə,Proto-Cahuapanan: *nɪnɨ(ʔ)-ɾa; Proto-Jabuti: *nũtə; Classical Maya / Классический майя [myn]: akʼ; Are'are (Ma'asupa): mea-na; 'Auhelawa [auhe1237]: ɐlinɐ; memenɐ
232,hand,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*kʼab,kʼab,0.88,"Reconstructed stem *kʼab with initial labial/dental stop, open vowel, and preserved root structure.",Classical Maya / Классический майя [myn]: kʼab,Classical Maya / Классический майя [myn]: kʼab; Are'are (Ma'asupa): kaikaʔi-na; 'Auhelawa [auhe1237]: nimɐ; 'Oyaoya [oyao1237]: nimɐ; Agutyanen [agut1237]: kɐlimɐ
233,foot,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*lan-tɨʔ,lan-tɨʔ,0.98,"Reconstructed stem *lan-tɨʔ with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *lan-tɨʔ; Proto-Jabuti: *pɾay,Proto-Cahuapanan: *lan-tɨʔ; Proto-Jabuti: *pɾay; Classical Maya / Классический майя [myn]: ok; Are'are (Ma'asupa): aʔe-na; Ali [kapp1237]: lɐwiə; lɐwe
234,head,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*mutuʔ,mutuʔ,0.98,"Reconstructed stem *mutuʔ with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *mutuʔ; Proto-Jabuti: *kay,Proto-Cahuapanan: *mutuʔ; Proto-Jabuti: *kay; Classical Maya / Классический майя [myn]: hol; Are'are (Ma'asupa): pau-na; Ali [kapp1237]: rəmɐtɐpu; rɐmetɐpu
235,heart,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*yɪnlupɪ,yɪnlupɪ,0.98,"Reconstructed stem *yɪnlupɪ with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *yɪnlupɪ; Proto-Jabuti: *nbə=tɨtɨ-ka ~ *nbə=tutu-ka,Proto-Cahuapanan: *yɪnlupɪ; Proto-Jabuti: *nbə=tɨtɨ-ka ~ *nbə=tutu-ka; Classical Maya / Классический майя [myn]: oʼhl; Are'are (Ma'asupa): sae-na; Ali [kapp1237]: ɲitɐpu; ɐti
236,blood,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*wɨla-yɨʔ,wɨla-yɨʔ,0.98,"Reconstructed stem *wɨla-yɨʔ with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *wɨla-yɨʔ,Proto-Cahuapanan: *wɨla-yɨʔ; Classical Maya / Классический майя [myn]: chʼichʼ / kikʼ; Are'are (Ma'asupa): ʔapu-na; 'Auhelawa [auhe1237]: ʔwɐ; ʔwɐhinɐ; 'Oyaoya [oyao1237]: dɐlɐhɐ
237,bone,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*lansɪʔ ~ lansɨʔ,lansɪʔ ~ lansɨʔ,0.98,"Reconstructed stem *lansɪʔ ~ lansɨʔ with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *lansɪʔ ~ *lansɨʔ; Proto-Jabuti: *ǯi ~ *ʔi,Proto-Cahuapanan: *lansɪʔ ~ *lansɨʔ; Proto-Jabuti: *ǯi ~ *ʔi; Classical Maya / Классический майя [myn]: baak; Are'are (Ma'asupa): susuri-na; 'Auhelawa [auhe1237]: lihilihijɐ
